DATASONICH	SECONDS	NANOSECONDS	DIAG	U	V	W	SOS	TEMP	AIN1	AIN2	AIN3	AIN4	CHK
DATADAQMH	SECONDS	NANOSECONDS	THERMISTOR_1_1_1	Relay_1_1_1	Relay_2_1_1	Relay_3_1_1	SWC_1_1_1	TS_1_1_1	SWC_2_1_1	TS_2_1_1	SWC_3_1_1	TS_3_1_1	SWC_4_1_1	TS_4_1_1	SWC_5_1_1	TS_5_1_1	SWC_6_1_1	TS_6_1_1	TC_1_1_1	TSENSOR_1_1_1	SHFSENS_1_1_1	SHF_1_1_1	SHFSENS_2_1_1	SHF_2_1_1	SHFSENS_3_1_1	SHF_3_1_1	SWIN_1_1_1	SWOUT_1_1_1	LWIN_1_1_1	LWOUT_1_1_1	TCNR4_C_1_1_1	RN_1_1_1	ALB_1_1_1	TA_1_1_1	RH_1_1_1	PPFD_1_1_1	P_RAIN_1_1_1	TS_7_1_1	TS_8_1_1	TS_9_1_1	DAQM_V_1_1_1	DAQM_T_1_1_1	DRM_POWER_STATUS_1_1_1	DRM_V_BATTERY_1_1_1	DRM_V_MAIN_1_1_1	CHK
DATADAQMU	seconds	nanoseconds	OTHER	AMP	AMP	AMP	m+3m-3	C	m+3m-3	C	m+3m-3	C	m+3m-3	C	m+3m-3	C	m+3m-3	C	C	C	NONE	W+1m-2	NONE	W+1m-2	NONE	W+1m-2	W+1m-2	W+1m-2	W+1m-2	W+1m-2	C	W+1m-2	dimensionless	C	%	umol+1m-2s-1	mm	C	C	C	V	C	Other	V	V	CHK
DATASONIC	1784349839	718208748	0	1.848	-1.679	-0.047	347.109	26.67	0	0	0	0	180
DATASONIC	1784349839	768169515	0	1.963	-1.507	0.064	347.109	26.67	0	0	0	0	125
DATASONIC	1784349839	818126448	0	1.785	-1.854	-0.122	347.08	26.62	0	0	0	0	111
DATASONIC	1784349839	868110214	0	1.491	-2.411	0.031	347.062	26.59	0	0	0	0	092
DATASONIC	1784349839	918052648	0	1.146	-2.161	-0.18	347.103	26.66	0	0	0	0	099
DATASONIC	1784349839	968024247	0	1.398	-2.186	0.136	347.068	26.6	0	0	0	0	074
DATASONIC	1784349840	17968473	0	1.607	-1.962	0.059	347.103	26.66	0	0	0	0	063
DATASONIC	1784349840	67942823	0	1.502	-1.805	-0.117	347.109	26.67	0	0	0	0	096
DATASONIC	1784349840	117862424	0	1.491	-2.007	-0.235	347.062	26.59	0	0	0	0	140
DATASONIC	1784349840	167834524	0	1.502	-2.046	-0.057	347.022	26.52	0	0	0	0	132
DATASONIC	1784349840	217799874	0	1.537	-2.026	0.032	346.97	26.43	0	0	0	0	063
DATASONIC	1784349840	267753349	0	1.215	-1.829	0.232	347.01	26.5	0	0	0	0	252
DATASONIC	1784349840	317726407	0	0.996	-2.217	0.326	346.941	26.38	0	0	0	0	112
DATASONIC	1784349840	367694507	0	1.361	-2.183	0.522	346.86	26.24	0	0	0	0	056
DATAGPS	1784349840	0	0	41.0437433333	-107.680095	1899.2	10	0.9	-14.5	0	0	043
DATAEVENT	GPS	GPS 18x-LVC software ver. 4.40
DATASONIC	1784349840	417648982	0	1.242	-2.202	0.553	346.848	26.22	0	0	0	0	104
DATASONIC	1784349840	467616540	0	1.229	-2.254	0.588	346.819	26.17	0	0	0	0	116
DATASONIC	1784349840	517576723	0	1.162	-2.087	0.577	346.941	26.38	0	0	0	0	117
DATASONIC	1784349840	567555573	0	1.267	-2.002	0.538	346.958	26.41	0	0	0	0	114
DATASONIC	1784349840	617477466	0	0.908	-2	0.089	347.028	26.53	0	0	0	0	172
DATASONIC	1784349840	667448190	0	1.027	-2.107	-0.2	346.993	26.47	0	0	0	0	051
DATASONIC	1784349840	717410415	0	1.245	-2.281	-0.333	347.178	26.79	0	0	0	0	145
DATASONIC	1784349840	767368849	0	1.575	-2.607	-0.49	347.178	26.79	0	0	0	0	137
DATASONIC	1784349840	817331949	0	1.952	-2.82	0.01	347.138	26.72	0	0	0	0	004
DATASONIC	1784349840	867258258	0	1.571	-2.642	-0.343	347.132	26.71	0	0	0	0	152
DATASONIC	1784349840	917190943	0	1.583	-2.894	-0.395	347.149	26.74	0	0	0	0	174
DATASONIC	1784349840	967173334	0	1.519	-2.973	-0.534	347.149	26.74	0	0	0	0	166
DATASONIC	1784349841	17119059	0	1.633	-3.162	-0.092	347.103	26.66	0	0	0	0	087
DATASONIC	1784349841	67065243	0	1.526	-2.623	0.088	347.109	26.67	0	0	0	0	056
DATASONIC	1784349841	116984761	0	1.751	-2.696	-0.067	347.091	26.64	0	0	0	0	163
DATASONIC	1784349841	167006484	0	1.668	-2.582	0.027	347.132	26.71	0	0	0	0	102
DATASONIC	1784349841	216948293	0	1.611	-2.321	-0.344	347.103	26.66	0	0	0	0	138
DATASONIC	1784349841	266912685	0	1.834	-2.396	-0.17	347.062	26.59	0	0	0	0	113
DATASONIC	1784349841	316842994	0	2.015	-2.581	-0.189	347.103	26.66	0	0	0	0	154
DATASONIC	1784349841	366818552	0	1.939	-2.207	-0.036	347.149	26.74	0	0	0	0	161
DATAGPS	1784349841	0	0	41.0437433333	-107.680095	1899.2	10	0.9	-14.5	0	0	044
DATASONIC	1784349841	416784527	0	1.649	-2.118	-0.242	347.109	26.67	0	0	0	0	157
DATASONIC	1784349841	466734627	0	1.395	-2.944	0.051	347.109	26.67	0	0	0	0	116
DATASONIC	1784349841	516698312	0	1.677	-2.984	-0.133	347.109	26.67	0	0	0	0	165
DATASONIC	1784349841	566679162	0	1.923	-3.072	-0.292	347.039	26.55	0	0	0	0	160
DATASONIC	1784349841	616626097	0	2.014	-2.895	-0.243	347.01	26.5	0	0	0	0	043
DATASONIC	1784349841	666569032	0	1.733	-3.019	-0.127	347.039	26.55	0	0	0	0	152
DATASONIC	1784349841	716555465	0	2.262	-3.194	-0.072	347.132	26.71	0	0	0	0	146
DATASONIC	1784349841	766466651	0	2.194	-2.755	0.482	347.051	26.57	0	0	0	0	119
DATASONIC	1784349841	816424711	0	2.331	-2.561	-0.108	347.132	26.71	0	0	0	0	130
DATASONIC	1784349841	866403103	0	1.987	-2.532	-0.337	347.138	26.72	0	0	0	0	152
DATASONIC	1784349841	916321747	0	1.904	-2.833	-0.251	347.138	26.72	0	0	0	0	149
DATASONIC	1784349841	966321972	0	1.938	-2.936	-0.385	347.213	26.85	0	0	0	0	171
DATASONIC	1784349842	16288156	0	2.116	-2.668	-0.515	347.109	26.67	0	0	0	0	106
DATASONIC	1784349842	66238924	0	1.619	-3.372	-0.154	347.039	26.55	0	0	0	0	107
DATASONIC	1784349842	116184817	0	1.704	-2.931	-0.268	347.028	26.53	0	0	0	0	149
DATASONIC	1784349842	166158001	0	1.683	-2.946	-0.072	347.022	26.52	0	0	0	0	138
DATASONIC	1784349842	216120394	0	1.712	-2.856	0.017	347.138	26.72	0	0	0	0	095
