DATAEVENT	MODEL	GLogger
DATAEVENT	VERSION	2.2.38
DATAEVENT	NAME	smart3-01136
DATAEVENT	SN	smart3-01136
DATAEVENT	GPS	GPS 18x-LVC software ver. 4.50
DATADIAGH	NO_GPS	NO_SONIC	NO_METHANE	GPS_LOC_INVALID	SONIC_FAIL	METHANE_FAIL	NOOP100	GPS_NO_DGPS	SONIC_WARN	METHANE_WARN	NOOP10	NOOP8	NOOP4	NOOP2	NOOP1
DATAGPSH	SECONDS	NANOSECONDS	DIAG	LAT	LONG	ELEV	NUMSAT	HORIZDILUTION	GEOIDALHEIGHT	VELOCITY	DIRECTION	CHK
DATASONICH	SECONDS	NANOSECONDS	DIAG	U	V	W	SOS	TEMP	AIN1	AIN2	AIN3	AIN4	CHK
DATADAQMH	SECONDS	NANOSECONDS	Relay_1_1_1	Relay_2_1_1	Relay_3_1_1	SWC_1_1_1	TS_1_1_1	SWC_2_1_1	TS_2_1_1	SWC_3_1_1	TS_3_1_1	SWC_4_1_1	TS_4_1_1	SWC_5_1_1	TS_5_1_1	SWC_6_1_1	TS_6_1_1	TC_1_1_1	TSENSOR_1_1_1	SHFSENS_1_1_1	SHF_1_1_1	SHFSENS_2_1_1	SHF_2_1_1	SHFSENS_3_1_1	SHF_3_1_1	SWIN_1_1_1	SWOUT_1_1_1	LWIN_1_1_1	LWOUT_1_1_1	TCNR4_C_1_1_1	RN_1_1_1	ALB_1_1_1	TA_1_1_1	RH_1_1_1	PPFD_1_1_1	P_RAIN_1_1_1	DAQM_V_1_1_1	DAQM_T_1_1_1	TS_7_1_1	TS_8_1_1	TS_9_1_1	DRM_POWER_STATUS_1_1_1	DRM_V_BATTERY_1_1_1	DRM_V_MAIN_1_1_1	CHK
DATADAQMU	seconds	nanoseconds	AMP	AMP	AMP	m+3m-3	C	m+3m-3	C	m+3m-3	C	m+3m-3	C	m+3m-3	C	m+3m-3	C	C	C	NONE	W+1m-2	NONE	W+1m-2	NONE	W+1m-2	W+1m-2	W+1m-2	W+1m-2	W+1m-2	C	W+1m-2	dimensionless	C	%	umol+1m-2s-1	mm	V	C	C	C	C	Other	V	V	CHK
DATASONIC	1783883576	897040652	0	1.259	3.2	0.387	350.525	32.6	0	0	0	0	169
DATASONIC	1783883576	947020209	0	1.253	3.368	0.061	350.547	32.64	0	0	0	0	055
DATASONIC	1783883576	996988142	0	0.448	2.756	0.447	350.553	32.65	0	0	0	0	089
DATASONIC	1783883577	46958199	0	0.864	2.519	0.372	350.473	32.51	0	0	0	0	029
DATASONIC	1783883577	96876425	0	1.734	2.192	1.283	350.404	32.39	0	0	0	0	021
DATASONIC	1783883577	146881189	0	1.632	2.445	1.272	350.456	32.48	0	0	0	0	071
DATASONIC	1783883577	196797581	0	1.762	2.326	0.852	350.513	32.58	0	0	0	0	078
DATASONIC	1783883577	246793429	0	1.6	2.401	0.6	350.513	32.58	0	0	0	0	111
DATASONIC	1783883577	296738321	0	1.441	2.433	0.5	350.473	32.51	0	0	0	0	207
DATAGPS	1783883577	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	020
DATASONIC	1783883577	346688045	0	1.271	2.455	0.454	350.507	32.57	0	0	0	0	067
DATASONIC	1783883577	396634062	0	1.674	1.595	0.753	350.473	32.51	0	0	0	0	071
DATASONIC	1783883577	446623493	0	0.543	2.676	0.669	350.553	32.65	0	0	0	0	078
DATASONIC	1783883577	496573676	0	1.45	3.042	0.056	350.496	32.55	0	0	0	0	023
DATASONIC	1783883577	546513985	0	0.12	3.404	0.641	350.484	32.53	0	0	0	0	006
DATASONIC	1783883577	596442793	0	0.488	2.475	0.89	350.547	32.64	0	0	0	0	041
DATASONIC	1783883577	646430350	0	1.159	2.408	0.592	350.467	32.5	0	0	0	0	010
DATASONIC	1783883577	696355492	0	0.66	2.262	0.783	350.536	32.62	0	0	0	0	024
DATASONIC	1783883577	746347299	0	0.247	1.705	1.218	350.496	32.55	0	0	0	0	077
DATASONIC	1783883577	796271024	0	0.982	2.095	1.054	350.375	32.34	0	0	0	0	064
DATASONIC	1783883577	846244290	0	0.923	2.697	0.952	350.416	32.41	0	0	0	0	068
DATASONIC	1783883577	896190348	0	1.289	2.501	0.807	350.507	32.57	0	0	0	0	074
DATASONIC	1783883577	946182279	0	1.012	3.15	0.991	350.484	32.53	0	0	0	0	015
DATASONIC	1783883577	996111213	0	1.188	2.999	0.917	350.547	32.64	0	0	0	0	082
DATASONIC	1783883578	46100936	0	0.957	2.769	0.784	350.496	32.55	0	0	0	0	034
DATASONIC	1783883578	96051244	0	0.687	2.529	0.396	350.393	32.37	0	0	0	0	025
DATASONIC	1783883578	145997719	0	-0.115	2.658	0.741	350.393	32.37	0	0	0	0	122
DATASONIC	1783883578	195973151	0	0.511	2.346	0.752	350.473	32.51	0	0	0	0	057
DATADAQM	1783883580	0	-1.03343e-05	-1.14513e-05	-1.26213e-05	0.196	24.7	0.24	26.2	0.276	24.3	0.102	17.8	0.024	16.9	0.03	17.5	27.4964	32.9711	6.795e-05	66.1931	6.90085e-05	58.129	6.4265e-05	135.732	1004.26	151.374	349.044	529.899	35.3595	672.034	0.150731	30.9269	14.3898	1975.11	0	12.2512	42.5859	23.3265	22.9135	22.6301	15	0.023976	28.1786	228
DATASONIC	1783883578	245914251	0	1.024	2.712	0.986	350.484	32.53	0	0	0	0	059
DATASONIC	1783883578	295884141	0	1.113	2.717	0.695	350.484	32.53	0	0	0	0	069
DATAGPS	1783883578	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	021
DATASONIC	1783883578	345859073	0	1.074	2.506	0.608	350.507	32.57	0	0	0	0	067
DATASONIC	1783883578	395806256	0	1.301	2.53	0.611	350.536	32.62	0	0	0	0	001
DATASONIC	1783883578	445781562	0	0.945	2.546	0.641	350.525	32.6	0	0	0	0	018
DATASONIC	1783883578	495721536	0	1.027	2.695	0.87	350.553	32.65	0	0	0	0	025
DATASONIC	1783883578	545698050	0	1.238	2.482	0.977	350.525	32.6	0	0	0	0	025
DATASONIC	1783883578	595655649	0	1.03	2.445	1.166	350.467	32.5	0	0	0	0	229
DATASONIC	1783883578	645616247	0	1.042	1.961	1.607	350.444	32.46	0	0	0	0	061
DATASONIC	1783883578	695582803	0	0.974	2.41	1.269	350.507	32.57	0	0	0	0	027
DATASONIC	1783883578	745549067	0	0.863	2.298	1.317	350.582	32.7	0	0	0	0	031
DATASONIC	1783883578	795499249	0	0.638	2.528	1.534	350.484	32.53	0	0	0	0	089
DATASONIC	1783883578	845456972	0	-0.072	1.777	1.112	350.547	32.64	0	0	0	0	117
DATASONIC	1783883578	895393446	0	0.743	2.392	1.165	350.433	32.44	0	0	0	0	072
DATASONIC	1783883578	945368586	0	0.367	2.192	1.333	350.507	32.57	0	0	0	0	078
DATASONIC	1783883578	995357891	0	-0.216	2.361	0.975	350.582	32.7	0	0	0	0	077
DATASONIC	1783883579	45293323	0	-0.721	2.808	0.549	350.662	32.84	0	0	0	0	061
DATASONIC	1783883579	95227881	0	-0.432	2.446	0.824	350.645	32.81	0	0	0	0	063
DATASONIC	1783883579	145224936	0	-0.705	2.894	0.485	350.674	32.86	0	0	0	0	125
DATASONIC	1783883579	195172784	0	-0.446	2.778	0.531	350.685	32.88	0	0	0	0	132
DATASONIC	1783883579	245135257	0	-0.823	2.927	0.576	350.702	32.91	0	0	0	0	110
DATASONIC	1783883579	295060232	0	-0.797	2.8	0.396	350.714	32.93	0	0	0	0	014
DATASONIC	1783883579	345036413	0	-0.725	2.759	0.216	350.662	32.84	0	0	0	0	107
DATAGPS	1783883579	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	022
DATASONIC	1783883579	395003302	0	-0.736	2.667	0.067	350.622	32.77	0	0	0	0	105
DATASONIC	1783883579	444970608	0	-0.73	2.548	0.218	350.714	32.93	0	0	0	0	064
DATASONIC	1783883579	494922373	0	-0.722	2.337	0.304	350.696	32.9	0	0	0	0	064
DATASONIC	1783883579	544888763	0	-0.552	2.399	0.322	350.645	32.81	0	0	0	0	125
DATASONIC	1783883579	594858361	0	-0.091	2.499	0.197	350.633	32.79	0	0	0	0	134
DATASONIC	1783883579	644837375	0	-0.311	1.805	0.683	350.662	32.84	0	0	0	0	115
DATASONIC	1783883579	694757266	0	-0.427	2.111	0.36	350.737	32.97	0	0	0	0	070
DATASONIC	1783883579	744751196	0	-0.415	2.302	0.698	350.742	32.98	0	0	0	0	120
DATASONIC	1783883579	794675254	0	-0.285	1.865	0.669	350.674	32.86	0	0	0	0	142
DATASONIC	1783883579	844646018	0	-0.675	1.694	0.606	350.754	33	0	0	0	0	228
DATASONIC	1783883579	894591742	0	-0.334	1.906	0.576	350.765	33.02	0	0	0	0	120
DATASONIC	1783883579	944563215	0	-0.539	1.798	0.131	350.765	33.02	0	0	0	0	113
DATASONIC	1783883579	994513813	0	-0.256	1.571	0.382	350.754	33	0	0	0	0	220
DATASONIC	1783883580	44462370	0	-0.614	1.491	0.508	350.777	33.04	0	0	0	0	045
DATASONIC	1783883580	94427010	0	-0.681	1.46	0.668	350.794	33.07	0	0	0	0	003
DATASONIC	1783883580	144395566	0	-0.621	1.652	0.668	350.817	33.11	0	0	0	0	103
DATASONIC	1783883580	194348373	0	-0.525	1.759	0.541	350.777	33.04	0	0	0	0	110
DATASONIC	1783883580	244300054	0	-0.58	1.8	0.53	350.777	33.04	0	0	0	0	140
DATASONIC	1783883580	294288901	0	-0.865	1.665	0.237	350.737	32.97	0	0	0	0	123
DATAGPS	1783883580	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	014
DATAEVENT	GPS	GPS 18x-LVC software ver. 4.50
DATASONIC	1783883580	344239791	0	-0.677	1.99	0.348	350.834	33.14	0	0	0	0	067
DATASONIC	1783883580	394185889	0	-0.635	1.897	0.54	350.817	33.11	0	0	0	0	072
DATASONIC	1783883580	444173439	0	-0.46	1.844	0.449	350.817	33.11	0	0	0	0	052
DATASONIC	1783883580	494136366	0	-0.557	1.866	0.69	350.834	33.14	0	0	0	0	066
DATASONIC	1783883580	544070585	0	-0.461	2.138	0.699	350.817	33.11	0	0	0	0	104
DATASONIC	1783883580	594013304	0	-0.405	2.192	0.586	350.805	33.09	0	0	0	0	092
DATASONIC	1783883580	643991730	0	-0.401	1.999	0.738	350.754	33	0	0	0	0	222
DATASONIC	1783883580	693932032	0	-0.296	2.109	0.776	350.777	33.04	0	0	0	0	110
DATASONIC	1783883580	743922791	0	-0.23	2.074	0.602	350.782	33.05	0	0	0	0	043
DATASONIC	1783883580	793850552	0	-0.109	2.135	0.668	350.777	33.04	0	0	0	0	109
DATASONIC	1783883580	843829062	0	-0.104	2.048	0.787	350.805	33.09	0	0	0	0	104
DATASONIC	1783883580	893791571	0	-0.246	2.25	0.63	350.765	33.02	0	0	0	0	003
DATASONIC	1783883580	943757373	0	-0.147	2.028	0.677	350.754	33	0	0	0	0	221
DATASONIC	1783883580	993733632	0	-0.013	1.999	0.559	350.805	33.09	0	0	0	0	117
DATASONIC	1783883581	43680518	0	-0.016	1.967	0.374	350.823	33.12	0	0	0	0	047
DATASONIC	1783883581	93602029	0	-0.276	2.018	0.591	350.914	33.28	0	0	0	0	048
DATASONIC	1783883581	143602871	0	-0.202	1.715	0.713	351.166	33.72	0	0	0	0	084
DATASONIC	1783883581	193547090	0	0.759	1.747	-0.037	351.275	33.91	0	0	0	0	113
DATASONIC	1783883581	243512891	0	0.38	1.518	0.233	351.223	33.82	0	0	0	0	250
DATASONIC	1783883581	293461651	0	0.33	1.008	-0.227	351.275	33.91	0	0	0	0	040
DATASONIC	1783883581	343411412	0	-0.688	2.102	0.57	351.355	34.05	0	0	0	0	034
DATAGPS	1783883581	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	015
DATASONIC	1783883581	393384671	0	-0.588	2.414	0.573	351.315	33.98	0	0	0	0	118
DATASONIC	1783883581	443348014	0	-0.888	2.151	0.676	351.475	34.26	0	0	0	0	109
DATASONIC	1783883581	493296691	0	-0.396	2.441	-0.023	351.332	34.01	0	0	0	0	139
DATASONIC	1783883581	543262951	0	0.11	2.196	0.792	351.441	34.2	0	0	0	0	203
DATASONIC	1783883581	593217628	0	0.021	2.193	0.059	351.395	34.12	0	0	0	0	052
DATASONIC	1783883581	643185138	0	-0.743	2.07	0.643	351.332	34.01	0	0	0	0	038
DATASONIC	1783883581	693132315	0	-0.7	1.944	-0.307	351.252	33.87	0	0	0	0	042
DATASONIC	1783883581	743099783	0	-0.715	2.534	-0.215	351.326	34	0	0	0	0	001
DATASONIC	1783883581	793055751	0	-0.276	0.93	-0.528	351.252	33.87	0	0	0	0	106
DATASONIC	1783883581	843020469	0	0.311	1.643	-0.366	351.223	33.82	0	0	0	0	088
DATASONIC	1783883581	892967105	0	0.101	1.735	-0.186	351.246	33.86	0	0	0	0	107
DATASONIC	1783883581	942937364	0	-0.229	1.958	0.131	351.292	33.94	0	0	0	0	115
DATASONIC	1783883581	992886041	0	-0.267	2.044	-0.374	351.395	34.12	0	0	0	0	153
DATASONIC	1783883582	42851301	0	-0.431	1.937	-0.296	351.315	33.98	0	0	0	0	094
DATASONIC	1783883582	92799853	0	-0.535	2.077	0.545	351.715	34.68	0	0	0	0	077
DATASONIC	1783883582	142798820	0	-0.724	2.477	0.429	351.515	34.33	0	0	0	0	109
DATASONIC	1783883582	192748872	0	-0.526	1.889	-0.276	351.412	34.15	0	0	0	0	163
DATASONIC	1783883582	242700299	0	-0.213	1.379	-0.403	351.355	34.05	0	0	0	0	134
DATASONIC	1783883582	292638601	0	-0.063	2.147	0.474	351.332	34.01	0	0	0	0	087
DATAGPS	1783883582	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	016
DATASONIC	1783883582	342611194	0	0.747	2.135	0.763	351.412	34.15	0	0	0	0	047
DATASONIC	1783883582	392559413	0	-0.011	1.932	0.528	351.315	33.98	0	0	0	0	101
DATASONIC	1783883582	442535138	0	0.599	2.006	0.031	351.332	34.01	0	0	0	0	037
DATASONIC	1783883582	492472615	0	-0.385	2.863	0.518	351.332	34.01	0	0	0	0	101
DATASONIC	1783883582	542443507	0	-0.314	2.564	-0.718	351.395	34.12	0	0	0	0	143
DATASONIC	1783883582	592438565	0	-0.577	3.091	0.17	351.223	33.82	0	0	0	0	058
DATASONIC	1783883582	642381792	0	-0.205	3.49	-0.117	351.292	33.94	0	0	0	0	099
DATASONIC	1783883582	692333477	0	-0.803	4.002	0.442	351.206	33.79	0	0	0	0	097
DATASONIC	1783883582	742299911	0	-0.813	3.17	0.238	351.275	33.91	0	0	0	0	058
DATASONIC	1783883582	792256179	0	-0.658	2.799	0.188	351.315	33.98	0	0	0	0	139
DATASONIC	1783883582	842202072	0	-0.927	3.288	0.362	351.303	33.96	0	0	0	0	100
DATASONIC	1783883582	892168798	0	-0.201	2.872	-0.206	351.235	33.84	0	0	0	0	157
DATASONIC	1783883582	942119150	0	-0.143	2.743	0.402	351.252	33.87	0	0	0	0	088
DATASONIC	1783883582	992084709	0	-0.291	2.456	-0.024	351.223	33.82	0	0	0	0	147
DATASONIC	1783883583	42047060	0	0.234	2.844	0.459	351.355	34.05	0	0	0	0	253
DATASONIC	1783883583	92002911	0	-0.125	2.157	0.312	351.343	34.03	0	0	0	0	022
DATASONIC	1783883583	141973804	0	0.77	2.154	0.821	351.355	34.05	0	0	0	0	003
DATASONIC	1783883583	191920780	0	-0.316	2.535	-0.114	351.332	34.01	0	0	0	0	126
DATASONIC	1783883583	241907547	0	-0.74	2.24	-0.32	351.492	34.29	0	0	0	0	250
DATASONIC	1783883583	291837983	0	-0.504	2.817	1.022	351.435	34.19	0	0	0	0	108
DATAGPS	1783883583	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	017
DATASONIC	1783883583	341784251	0	0.098	2.2	-1.22	351.503	34.31	0	0	0	0	189
DATASONIC	1783883583	391759101	0	-1.01	3.837	0.529	351.303	33.96	0	0	0	0	051
DATASONIC	1783883583	441740535	0	-0.103	3.242	-0.53	351.275	33.91	0	0	0	0	080
DATASONIC	1783883583	491673637	0	-1.085	3.106	0.022	351.303	33.96	0	0	0	0	098
DATASONIC	1783883583	541653238	0	1.098	2.814	1.142	351.412	34.15	0	0	0	0	050
DATASONIC	1783883583	591590631	0	-0.236	2.156	-1.128	351.36	34.06	0	0	0	0	092
DATASONIC	1783883583	641568565	0	-0.58	3.316	0.335	351.412	34.15	0	0	0	0	052
DATASONIC	1783883583	691509542	0	-0.162	2.905	-0.507	351.412	34.15	0	0	0	0	140
DATASONIC	1783883583	741510975	0	-0.032	2.695	-0.694	351.475	34.26	0	0	0	0	158
DATASONIC	1783883583	791452660	0	0.934	2.659	-0.108	351.463	34.24	0	0	0	0	110
DATASONIC	1783883583	841407803	0	-0.662	2.517	0.313	351.481	34.27	0	0	0	0	097
DATASONIC	1783883583	891369196	0	0.154	2.248	0.953	351.521	34.34	0	0	0	0	069
DATASONIC	1783883583	941347130	0	0.529	2.782	0.238	351.452	34.22	0	0	0	0	054
DATASONIC	1783883583	991291648	0	0.568	2.404	0.143	351.452	34.22	0	0	0	0	060
DATASONIC	1783883584	41292331	0	1.116	2.859	0.017	350.674	32.86	0	0	0	0	006
DATASONIC	1783883584	91201309	0	1.353	3.57	0.017	351.126	33.65	0	0	0	0	199
DATASONIC	1783883584	141175660	0	0.563	2.921	0.427	351.235	33.84	0	0	0	0	053
DATASONIC	1783883584	191121761	0	1.285	2.699	0.052	351.212	33.8	0	0	0	0	002
DATASONIC	1783883584	241123028	0	1.002	2.915	0.08	351.355	34.05	0	0	0	0	237
DATASONIC	1783883584	291037464	0	0.89	2.465	-0.631	351.401	34.13	0	0	0	0	046
DATASONIC	1783883584	341012565	0	1.369	2.746	0.014	351.401	34.13	0	0	0	0	039
DATAGPS	1783883584	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	018
DATASONIC	1783883584	390858711	0	0.596	2.72	0.569	351.355	34.05	0	0	0	0	023
DATASONIC	1783883584	440832146	0	0.231	2.578	-0.103	351.503	34.31	0	0	0	0	081
DATASONIC	1783883584	490797330	0	-0.054	1.916	-0.206	351.423	34.17	0	0	0	0	143
DATASONIC	1783883584	540748599	0	0.597	2.272	0.296	351.515	34.33	0	0	0	0	079
DATASONIC	1783883584	590691409	0	-0.483	3.213	0.722	351.412	34.15	0	0	0	0	096
DATASONIC	1783883584	640692259	0	0.39	2.729	-0.689	351.343	34.03	0	0	0	0	068
DATASONIC	1783883584	690630362	0	-0.604	3.184	0.664	351.463	34.24	0	0	0	0	101
DATASONIC	1783883584	740598921	0	0.592	3.116	0.944	351.583	34.45	0	0	0	0	074
DATASONIC	1783883584	790551398	0	0.645	2.616	0.227	351.681	34.62	0	0	0	0	071
DATASONIC	1783883584	840508916	0	-0.029	2.832	0.403	351.601	34.48	0	0	0	0	098
DATASONIC	1783883584	890465643	0	-0.299	3.366	0.521	351.521	34.34	0	0	0	0	111
DATASONIC	1783883584	940417744	0	0.356	2.032	0.74	351.441	34.2	0	0	0	0	203
DATASONIC	1783883584	990388512	0	-0.158	2.536	0.502	351.452	34.22	0	0	0	0	102
DATASONIC	1783883585	40360030	0	-0.372	1.976	0.304	351.612	34.5	0	0	0	0	238
DATASONIC	1783883585	90300007	0	1.414	2.827	0.469	350.794	33.07	0	0	0	0	005
DATASONIC	1783883585	140286399	0	1.114	2.974	0.636	350.845	33.16	0	0	0	0	069
DATASONIC	1783883585	190220294	0	1.552	2.666	0.236	350.565	32.67	0	0	0	0	060
DATASONIC	1783883585	240222602	0	1.425	2.768	0.233	350.754	33	0	0	0	0	152
DATASONIC	1783883585	290163787	0	1.566	2.708	0.2	350.954	33.35	0	0	0	0	225
DATAGPS	1783883585	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	019
DATASONIC	1783883585	340111223	0	1.189	2.473	-0.473	350.593	32.72	0	0	0	0	095
DATASONIC	1783883585	390050825	0	0.993	2.669	0.04	350.765	33.02	0	0	0	0	011
DATASONIC	1783883585	440030884	0	0.958	2.493	0.316	350.593	32.72	0	0	0	0	065
DATASONIC	1783883585	489970195	0	0.667	2.746	0.603	350.467	32.5	0	0	0	0	031
DATASONIC	1783883585	539948045	0	0.984	2.416	0.161	350.404	32.39	0	0	0	0	067
DATASONIC	1783883585	589922396	0	1.2	2.427	0.471	350.387	32.36	0	0	0	0	228
DATASONIC	1783883585	639888414	0	1.236	2.729	0.142	350.467	32.5	0	0	0	0	022
DATASONIC	1783883585	689805934	0	1.081	2.933	0.214	350.484	32.53	0	0	0	0	068
DATASONIC	1783883585	739801409	0	1.127	2.898	0.352	350.507	32.57	0	0	0	0	071
DATASONIC	1783883585	789750011	0	0.149	1.882	0.208	350.616	32.76	0	0	0	0	065
DATASONIC	1783883585	839720737	0	-0.277	2.044	0.269	350.605	32.74	0	0	0	0	114
DATASONIC	1783883585	889692755	0	1.043	2.112	0.716	350.656	32.83	0	0	0	0	073
DATASONIC	1783883585	939667356	0	0.9	2.558	0.187	350.496	32.55	0	0	0	0	246
DATASONIC	1783883585	989610875	0	1.15	2.573	0.454	350.267	32.15	0	0	0	0	021
DATASONIC	1783883586	39586934	0	1.159	2.59	0.399	350.335	32.27	0	0	0	0	239
DATASONIC	1783883586	89501495	0	0.978	2.743	0.322	350.347	32.29	0	0	0	0	024
DATASONIC	1783883586	139502179	0	1.541	2.509	0.236	350.375	32.34	0	0	0	0	056
DATASONIC	1783883586	189427990	0	1.153	2.694	0.203	350.295	32.2	0	0	0	0	014
DATASONIC	1783883586	239388341	0	1.334	2.223	0.107	350.324	32.25	0	0	0	0	044
DATASONIC	1783883586	289338402	0	1.343	2.099	0.238	350.324	32.25	0	0	0	0	058
DATAGPS	1783883586	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	020
DATASONIC	1783883586	339285670	0	1.348	1.959	0.201	350.444	32.46	0	0	0	0	067
DATASONIC	1783883586	389226064	0	1.348	2.308	0.271	350.456	32.48	0	0	0	0	065
DATASONIC	1783883586	439209431	0	1.174	2.443	0.65	350.444	32.46	0	0	0	0	005
DATASONIC	1783883586	489143216	0	1.34	2.494	0.672	350.427	32.43	0	0	0	0	011
DATASONIC	1783883586	539140873	0	0.861	2.416	0.457	350.507	32.57	0	0	0	0	067
DATASONIC	1783883586	589062408	0	1.029	2.294	0.569	350.553	32.65	0	0	0	0	074
DATASONIC	1783883586	639063399	0	0.913	2.066	0.86	350.525	32.6	0	0	0	0	226
DATASONIC	1783883586	689007809	0	0.993	2.055	0.996	350.375	32.34	0	0	0	0	085
DATASONIC	1783883586	738975009	0	1.06	2.143	1.062	350.347	32.29	0	0	0	0	010
DATASONIC	1783883586	788926168	0	0.927	2.117	0.86	350.324	32.25	0	0	0	0	025
DATASONIC	1783883586	838906618	0	0.891	2.259	0.848	350.312	32.23	0	0	0	0	075
DATASONIC	1783883586	888842444	0	1.024	2.307	0.815	350.312	32.23	0	0	0	0	053
DATASONIC	1783883586	938797228	0	1.168	2.046	0.827	350.353	32.3	0	0	0	0	025
DATASONIC	1783883586	988761262	0	0.781	1.956	0.787	350.387	32.36	0	0	0	0	094
DATASONIC	1783883587	38737337	0	0.485	1.881	0.543	350.353	32.3	0	0	0	0	222
DATASONIC	1783883587	88676872	0	0.682	2.122	0.98	350.404	32.39	0	0	0	0	232
DATASONIC	1783883587	138649822	0	0.506	2.279	0.851	350.484	32.53	0	0	0	0	072
DATASONIC	1783883587	188600272	0	0.458	2.095	1.128	350.547	32.64	0	0	0	0	065
DATASONIC	1783883587	238567556	0	0.101	1.976	1.413	350.857	33.18	0	0	0	0	071
DATASONIC	1783883587	288517049	0	-0.176	2.512	0.48	350.983	33.4	0	0	0	0	014
DATAGPS	1783883587	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	021
DATASONIC	1783883587	338487207	0	1.038	2.177	0.738	350.702	32.91	0	0	0	0	068
DATASONIC	1783883587	388431367	0	-0.096	2.219	0.401	350.943	33.33	0	0	0	0	105
DATASONIC	1783883587	438430941	0	0.529	1.836	0.527	350.662	32.84	0	0	0	0	070
DATASONIC	1783883587	488370142	0	0.854	1.72	0.651	350.702	32.91	0	0	0	0	007
DATASONIC	1783883587	538342800	0	-0.1	1.647	1.29	350.754	33	0	0	0	0	056
DATASONIC	1783883587	588264627	0	-0.006	1.892	0.363	350.874	33.21	0	0	0	0	114
DATASONIC	1783883587	638247119	0	0.659	1.617	0.873	350.754	33	0	0	0	0	185
DATASONIC	1783883587	688190403	0	0.075	2.402	1.663	350.674	32.86	0	0	0	0	066
DATASONIC	1783883587	738182478	0	-0.25	2.153	0.807	350.685	32.88	0	0	0	0	073
DATASONIC	1783883587	788129679	0	0.926	2.679	0.789	350.645	32.81	0	0	0	0	106
DATASONIC	1783883587	838071671	0	0.7	2.634	0.986	350.702	32.91	0	0	0	0	225
DATASONIC	1783883587	888017497	0	0.988	1.938	0.265	350.782	33.05	0	0	0	0	094
DATASONIC	1783883587	937996989	0	0.14	2.248	0.79	350.702	32.91	0	0	0	0	245
DATASONIC	1783883587	987934690	0	0.388	2.633	-0.233	350.742	32.98	0	0	0	0	131
DATASONIC	1783883588	37931639	0	0.035	1.358	0.923	350.685	32.88	0	0	0	0	028
DATASONIC	1783883588	87876507	0	0.619	1.628	1.196	350.553	32.65	0	0	0	0	035
DATASONIC	1783883588	137851041	0	0.992	1.464	0.87	350.702	32.91	0	0	0	0	012
DATASONIC	1783883588	187802325	0	0.831	2.115	0.245	350.714	32.93	0	0	0	0	053
DATASONIC	1783883588	237765983	0	0.491	1.557	0.133	350.794	33.07	0	0	0	0	078
DATASONIC	1783883588	287695227	0	-0.605	2.379	0.22	350.674	32.86	0	0	0	0	073
DATASONIC	1783883588	337663760	0	0.537	2.196	0.984	350.863	33.19	0	0	0	0	084
DATAGPS	1783883588	0	0	42.68326	-109.543758333	2178.8	8	1	-12.6	0	173.2	022
DATASONIC	1783883588	387635460	0	0.225	2.091	1.002	350.805	33.09	0	0	0	0	050
DATASONIC	1783883588	437581969	0	0.271	1.936	0.247	350.782	33.05	0	0	0	0	078
DATASONIC	1783883588	487575011	0	0.94	2.284	0.663	350.742	32.98	0	0	0	0	025
DATASONIC	1783883588	537517305	0	1.15	1.964	0.401	350.696	32.9	0	0	0	0	219
DATASONIC	1783883588	587452891	0	0.116	2.514	1.019	350.782	33.05	0	0	0	0	064
DATASONIC	1783883588	637413976	0	-0.059	1.918	0.263	350.725	32.95	0	0	0	0	124
DATASONIC	1783883588	687386853	0	1.166	2.255	0.399	350.272	32.16	0	0	0	0	082
DATASONIC	1783883588	737350313	0	1.236	2.208	0.511	350.312	32.23	0	0	0	0	035
DATASONIC	1783883588	787300065	0	1.294	2.473	0.419	350.307	32.22	0	0	0	0	057
DATASONIC	1783883588	837258067	0	1.031	2.392	0.242	350.416	32.41	0	0	0	0	052
DATASONIC	1783883588	887225485	0	0.593	2.559	0.364	350.416	32.41	0	0	0	0	077
DATASONIC	1783883588	937169654	0	1.176	2.709	0.351	350.444	32.46	0	0	0	0	075
DATASONIC	1783883588	987165405	0	0.955	2.349	0.218	350.393	32.37	0	0	0	0	079
DATASONIC	1783883589	37112240	0	0.984	2.321	0.399	350.272	32.16	0	0	0	0	002
DATASONIC	1783883589	87057701	0	1.096	2.138	0.439	350.267	32.15	0	0	0	0	016
DATASONIC	1783883589	137057035	0	1.129	2.233	0.333	350.255	32.13	0	0	0	0	041
DATASONIC	1783883589	186971330	0	0.922	2.173	0.227	350.226	32.08	0	0	0	0	055
DATASONIC	1783883589	236975372	0	1.131	2.05	0.09	350.244	32.11	0	0	0	0	200
