DATASONICH	SECONDS	NANOSECONDS	DIAG	U	V	W	SOS	TEMP	AIN1	AIN2	AIN3	AIN4	CHK
DATADAQMH	SECONDS	NANOSECONDS	Relay_1_1_1	Relay_2_1_1	Relay_3_1_1	SWC_1_1_1	TS_1_1_1	SWC_2_1_1	TS_2_1_1	SWC_3_1_1	TS_3_1_1	SWC_4_1_1	TS_4_1_1	SWC_5_1_1	TS_5_1_1	SWC_6_1_1	TS_6_1_1	TC_1_1_1	TSENSOR_1_1_1	SHFSENS_1_1_1	SHF_1_1_1	SHFSENS_2_1_1	SHF_2_1_1	SHFSENS_3_1_1	SHF_3_1_1	SWIN_1_1_1	SWOUT_1_1_1	LWIN_1_1_1	LWOUT_1_1_1	TCNR4_C_1_1_1	RN_1_1_1	ALB_1_1_1	TA_1_1_1	RH_1_1_1	PPFD_1_1_1	P_RAIN_1_1_1	DAQM_V_1_1_1	DAQM_T_1_1_1	TS_7_1_1	TS_8_1_1	TS_9_1_1	DRM_POWER_STATUS_1_1_1	DRM_V_BATTERY_1_1_1	DRM_V_MAIN_1_1_1	CHK
DATADAQMU	seconds	nanoseconds	AMP	AMP	AMP	m+3m-3	C	m+3m-3	C	m+3m-3	C	m+3m-3	C	m+3m-3	C	m+3m-3	C	C	C	NONE	W+1m-2	NONE	W+1m-2	NONE	W+1m-2	W+1m-2	W+1m-2	W+1m-2	W+1m-2	C	W+1m-2	dimensionless	C	%	umol+1m-2s-1	mm	V	C	C	C	C	Other	V	V	CHK
DATASONIC	1783884088	314665542	0	0.508	2.433	-3.463	350.983	33.4	0	0	0	0	056
DATASONIC	1783884088	364631670	0	-1.496	5.87	-0.517	350.983	33.4	0	0	0	0	065
DATAGPS	1783884088	0	0	42.683265	-109.54376	2178.4	9	1	-12.6	0	173.2	116
DATASONIC	1783884088	414560091	0	-1.663	7.33	0.572	350.914	33.28	0	0	0	0	052
DATASONIC	1783884088	464517264	0	-2.111	7.568	0.57	350.971	33.38	0	0	0	0	065
DATASONIC	1783884088	514494479	0	-1.619	7.293	-0.309	350.971	33.38	0	0	0	0	173
DATASONIC	1783884088	564443320	0	-1.136	6.551	-1.017	351.063	33.54	0	0	0	0	135
DATASONIC	1783884088	614414410	0	-0.086	7.125	-0.934	350.817	33.11	0	0	0	0	136
DATASONIC	1783884088	664366585	0	-2.985	6.619	-0.136	350.857	33.18	0	0	0	0	182
DATASONIC	1783884088	714331175	0	0.712	6.327	-1.862	351.006	33.44	0	0	0	0	095
DATASONIC	1783884088	764285183	0	-1.387	6.78	0.039	350.845	33.16	0	0	0	0	075
DATASONIC	1783884088	814234941	0	-2.121	6.897	0.383	350.903	33.26	0	0	0	0	109
DATASONIC	1783884088	864226155	0	-0.307	5.859	-3.023	351.212	33.8	0	0	0	0	098
DATASONIC	1783884088	914150539	0	-2.68	6.454	-0.374	351.052	33.52	0	0	0	0	101
DATASONIC	1783884088	964139921	0	-0.985	4.393	-1.918	350.966	33.37	0	0	0	0	183
DATASONIC	1783884089	14087137	0	-2.908	4.63	2.055	351.235	33.84	0	0	0	0	006
DATASONIC	1783884089	64052561	0	-2.065	6.823	-0.637	350.742	32.98	0	0	0	0	107
DATASONIC	1783884089	113999694	0	-2.924	7.439	-0.448	350.685	32.88	0	0	0	0	190
DATASONIC	1783884089	163970909	0	-2.078	7.4	-0.653	351.114	33.63	0	0	0	0	055
DATASONIC	1783884089	213910959	0	-2.592	7.664	-0.198	350.954	33.35	0	0	0	0	173
DATASONIC	1783884089	263872675	0	-2.103	8.894	-0.293	350.931	33.31	0	0	0	0	161
DATASONIC	1783884089	313862806	0	-1.096	7.933	-0.962	350.765	33.02	0	0	0	0	161
DATASONIC	1783884089	363802023	0	-1.664	7.21	0.033	351.063	33.54	0	0	0	0	035
DATAGPS	1783884089	0	0	42.683265	-109.54376	2178.4	9	1	-12.6	0	173.2	117
DATASONIC	1783884089	413737614	0	-2.75	6.842	-1.151	351.172	33.73	0	0	0	0	100
DATASONIC	1783884089	463709330	0	-1.841	6.986	-0.193	351.155	33.7	0	0	0	0	111
DATASONIC	1783884089	513671254	0	-2.667	7.921	0.005	351.292	33.94	0	0	0	0	110
DATASONIC	1783884089	563639511	0	-2.937	8.019	0.297	351.463	34.24	0	0	0	0	121
DATASONIC	1783884089	613617393	0	-3.039	7.564	0.904	351.515	34.33	0	0	0	0	112
DATASONIC	1783884089	663559317	0	-2.825	7.378	0.316	351.195	33.77	0	0	0	0	131
DATASONIC	1783884089	713532366	0	-3.161	7.432	0.032	351.246	33.86	0	0	0	0	099
DATASONIC	1783884089	763473332	0	-0.574	7.962	0.096	351.132	33.66	0	0	0	0	116
DATASONIC	1783884089	813433590	0	-2.386	7.368	0.777	350.926	33.3	0	0	0	0	076
DATASONIC	1783884089	863399431	0	-2.736	7.477	0.29	351.286	33.93	0	0	0	0	085
DATASONIC	1783884089	913352230	0	-2.805	7.379	0.135	350.863	33.19	0	0	0	0	109
DATASONIC	1783884089	963320570	0	-2.406	7.201	-0.192	350.966	33.37	0	0	0	0	149
DATASONIC	1783884090	13289911	0	-2.621	7.178	0.603	351.143	33.68	0	0	0	0	048
DATASONIC	1783884090	63249835	0	-1.611	7.671	-0.159	351.195	33.77	0	0	0	0	108
DATASONIC	1783884090	113201468	0	-2.723	6.665	0.602	351.343	34.03	0	0	0	0	082
DATASONIC	1783884090	163145767	0	-2.622	6.984	0.554	351.103	33.61	0	0	0	0	101
DATASONIC	1783884090	213121899	0	-3.012	6.872	0.526	350.605	32.74	0	0	0	0	095
DATASONIC	1783884090	263096615	0	-2.599	7.676	-0.058	350.272	32.16	0	0	0	0	160
DATASONIC	1783884090	313034414	0	-1.906	6.343	-0.315	350.387	32.36	0	0	0	0	131
DATASONIC	1783884090	363006505	0	-2.302	6.394	0.011	350.427	32.43	0	0	0	0	074
DATAGPS	1783884090	0	0	42.683265	-109.54376	2178.4	9	1	-12.6	0	173.2	109
DATASONIC	1783884090	412937097	0	-2.648	7.47	-0.066	350.536	32.62	0	0	0	0	106
DATASONIC	1783884090	462922353	0	-1.81	7.021	0.318	350.702	32.91	0	0	0	0	034
DATASONIC	1783884090	512896527	0	-1.829	6.791	-0.225	350.656	32.83	0	0	0	0	165
DATASONIC	1783884090	562845368	0	-2.233	7.03	-0.067	350.427	32.43	0	0	0	0	092
DATASONIC	1783884090	612809750	0	-2.547	7.395	0.288	350.513	32.58	0	0	0	0	115
DATASONIC	1783884090	662717717	0	-2.105	6.596	-0.125	350.582	32.7	0	0	0	0	100
DATASONIC	1783884090	712709182	0	-1.324	7.82	-0.418	350.742	32.98	0	0	0	0	099
DATASONIC	1783884090	762648440	0	-1.437	6.988	0.339	351.452	34.22	0	0	0	0	115
DATASONIC	1783884090	812607239	0	-2.717	7.171	0.212	350.582	32.7	0	0	0	0	045
DATASONIC	1783884090	862552330	0	-2.575	6.769	0.158	350.513	32.58	0	0	0	0	112
DATASONIC	1783884090	912540795	0	-1.83	7.722	-0.658	350.605	32.74	0	0	0	0	105
DATASONIC	1783884090	962514719	0	-2.336	6.418	-0.147	351.343	34.03	0	0	0	0	145
DATASONIC	1783884091	12487309	0	-2.859	6.58	-0.088	350.605	32.74	0	0	0	0	060
DATASONIC	1783884091	62412817	0	-1.485	6.388	-0.605	350.547	32.64	0	0	0	0	104
DATASONIC	1783884091	112347867	0	-2.515	6.399	-0.141	350.467	32.5	0	0	0	0	100
DATASONIC	1783884091	162320999	0	-2.026	6.831	0.006	350.662	32.84	0	0	0	0	097
DATASONIC	1783884091	212269674	0	-2.494	6.423	0.015	350.525	32.6	0	0	0	0	045
DATASONIC	1783884091	262215931	0	-2.029	6.597	-0.261	350.467	32.5	0	0	0	0	095
DATASONIC	1783884091	312186397	0	-2.379	6.888	0.355	350.823	33.12	0	0	0	0	117
DATAGPS	1783884091	0	0	42.683265	-109.54376	2178.4	9	1	-12.6	0	173.2	110
DATASONIC	1783884091	362128405	0	-1.905	6.628	-0.011	350.507	32.57	0	0	0	0	135
DATASONIC	1783884091	412088204	0	-2.637	6.591	-0.128	350.364	32.32	0	0	0	0	138
DATASONIC	1783884091	462055877	0	-1.478	6.865	-0.111	350.794	33.07	0	0	0	0	161
DATASONIC	1783884091	512019260	0	-2.515	6.819	0.515	350.782	33.05	0	0	0	0	093
DATASONIC	1783884091	561966934	0	-1.798	5.862	-0.338	350.525	32.6	0	0	0	0	120
DATASONIC	1783884091	611941691	0	-1.993	6.297	-0.08	350.794	33.07	0	0	0	0	113
DATASONIC	1783884091	661856617	0	-1.541	5.605	-0.371	350.857	33.18	0	0	0	0	155
DATASONIC	1783884091	711806333	0	-1.992	5.352	0.395	350.834	33.14	0	0	0	0	102
DATASONIC	1783884091	761774881	0	1.157	4.283	-0.986	350.903	33.26	0	0	0	0	120
DATASONIC	1783884091	811719723	0	-1.808	5.223	0.103	350.702	32.91	0	0	0	0	087
DATASONIC	1783884091	861698396	0	-1.496	6.106	0.794	350.754	33	0	0	0	0	236
DATASONIC	1783884091	911664528	0	-0.641	5.24	-0.436	350.536	32.62	0	0	0	0	092
DATASONIC	1783884091	961612286	0	-1.303	5.471	-0.355	350.547	32.64	0	0	0	0	145
DATASONIC	1783884092	11564752	0	-1.738	5.788	0.059	350.645	32.81	0	0	0	0	065
DATASONIC	1783884092	61509802	0	-1.602	6.041	-0.446	350.427	32.43	0	0	0	0	079
DATASONIC	1783884092	111496808	0	-2.141	5.759	-0.208	350.507	32.57	0	0	0	0	148
DATASONIC	1783884092	161443732	0	-1.769	5.38	-1.311	350.507	32.57	0	0	0	0	094
DATASONIC	1783884092	211386782	0	-1.55	4.861	-0.289	350.427	32.43	0	0	0	0	101
DATASONIC	1783884092	261367705	0	-2.144	4.504	0.201	350.467	32.5	0	0	0	0	035
DATASONIC	1783884092	311310338	0	-1.645	5.39	-0.054	350.427	32.43	0	0	0	0	079
DATAGPS	1783884092	0	0	42.683265	-109.54376	2178.4	9	1	-12.6	0	173.2	111
DATASONIC	1783884092	361277137	0	0.78	5.413	-2.668	350.353	32.3	0	0	0	0	002
DATASONIC	1783884092	411213729	0	-2.1	6.023	-0.133	350.267	32.15	0	0	0	0	018
DATASONIC	1783884092	461216902	0	-1.32	4.987	-0.001	350.272	32.16	0	0	0	0	078
DATASONIC	1783884092	511169535	0	-1.846	5.726	-0.501	350.565	32.67	0	0	0	0	152
DATASONIC	1783884092	561124335	0	-0.29	4.44	-0.094	350.605	32.74	0	0	0	0	034
DATASONIC	1783884092	611089177	0	-1.774	5.316	0.195	350.737	32.97	0	0	0	0	119
DATASONIC	1783884092	661041435	0	-1.735	5.546	0.079	350.754	33	0	0	0	0	210
DATASONIC	1783884092	711004527	0	-1.832	5.402	0.49	350.782	33.05	0	0	0	0	037
DATASONIC	1783884092	760976659	0	-0.906	5.664	-0.387	350.582	32.7	0	0	0	0	125
DATASONIC	1783884092	810949125	0	0.332	5.238	-0.565	350.823	33.12	0	0	0	0	095
DATASONIC	1783884092	860890759	0	-1.037	5.435	0.323	350.903	33.26	0	0	0	0	106
DATASONIC	1783884092	910839518	0	-1.323	6.318	-0.212	350.805	33.09	0	0	0	0	141
DATASONIC	1783884092	960782485	0	-1.619	5.741	0.111	350.971	33.38	0	0	0	0	112
DATASONIC	1783884093	10733619	0	-1.986	5.636	0.364	351.006	33.44	0	0	0	0	053
DATASONIC	1783884093	60699168	0	-1.891	5.805	0.322	350.983	33.4	0	0	0	0	016
DATASONIC	1783884093	110649343	0	-2.551	6.696	0.528	351.172	33.73	0	0	0	0	106
DATASONIC	1783884093	160619101	0	-1.419	5.81	0.052	351.275	33.91	0	0	0	0	037
DATASONIC	1783884093	210567360	0	-2.031	6.529	0.237	351.355	34.05	0	0	0	0	089
DATASONIC	1783884093	260489286	0	-2.108	6.659	0.219	351.395	34.12	0	0	0	0	115
DATASONIC	1783884093	310455669	0	-2.104	6.76	0.162	351.543	34.38	0	0	0	0	050
DATASONIC	1783884093	360403303	0	0.61	5.206	-1.226	351.263	33.89	0	0	0	0	033
DATAGPS	1783884093	0	0	42.683265	-109.54376	2178.4	9	1	-12.6	0	173.2	112
DATASONIC	1783884093	410362103	0	-2.461	6.496	0.749	351.623	34.52	0	0	0	0	097
DATASONIC	1783884093	460332444	0	-1.098	6.249	0.487	351.481	34.27	0	0	0	0	111
DATASONIC	1783884093	510265328	0	-1.365	6.125	0.468	351.743	34.73	0	0	0	0	104
DATASONIC	1783884093	560210545	0	-2.209	5.833	0.567	351.635	34.54	0	0	0	0	102
DATASONIC	1783884093	610184428	0	-2.161	6.521	0.554	351.543	34.38	0	0	0	0	096
DATASONIC	1783884093	660137645	0	-1.441	6.349	-0.313	351.572	34.43	0	0	0	0	144
DATASONIC	1783884093	710130652	0	-0.955	5.543	-0.264	351.663	34.59	0	0	0	0	148
DATASONIC	1783884093	760067202	0	-1.501	5.562	0.371	351.692	34.64	0	0	0	0	094
DATASONIC	1783884093	810044543	0	-1.615	6.441	0.722	351.801	34.83	0	0	0	0	089
DATASONIC	1783884093	859995552	0	-1.355	5.016	-0.696	351.801	34.83	0	0	0	0	170
DATASONIC	1783884093	909961810	0	0.153	4.909	-0.853	351.852	34.92	0	0	0	0	117
DATASONIC	1783884093	959931026	0	1.583	4.176	-0.41	351.703	34.66	0	0	0	0	059
DATASONIC	1783884094	9881701	0	-1.377	6.092	0.806	351.641	34.55	0	0	0	0	010
DATASONIC	1783884094	59845084	0	1.429	4.916	0.273	351.583	34.45	0	0	0	0	025
DATASONIC	1783884094	109794551	0	-2.12	5.914	0.475	351.721	34.69	0	0	0	0	060
DATASONIC	1783884094	159726435	0	-1.869	6.409	0.167	351.515	34.33	0	0	0	0	118
DATASONIC	1783884094	209689527	0	-1.676	5.921	-0.08	351.452	34.22	0	0	0	0	107
DATASONIC	1783884094	259667451	0	0.574	5.373	-0.294	351.561	34.41	0	0	0	0	113
DATASONIC	1783884094	309605918	0	-1.781	5.714	0.845	351.383	34.1	0	0	0	0	061
DATASONIC	1783884094	359550094	0	-1.312	4.924	0.664	351.452	34.22	0	0	0	0	099
DATAGPS	1783884094	0	0	42.683265	-109.54376	2178.4	9	1	-12.6	0	173.2	113
DATASONIC	1783884094	409522143	0	-1.14	4.95	0.467	351.092	33.59	0	0	0	0	001
DATASONIC	1783884094	459479278	0	-1.216	4.748	1.087	351.355	34.05	0	0	0	0	124
DATASONIC	1783884094	509442162	0	-1.318	5.145	0.925	351.343	34.03	0	0	0	0	092
DATASONIC	1783884094	559413380	0	-1.332	5.502	0.537	351.315	33.98	0	0	0	0	101
DATASONIC	1783884094	609388222	0	-1.575	5.817	0.693	351.412	34.15	0	0	0	0	112
DATASONIC	1783884094	659324607	0	-1.562	5.562	-0.244	351.583	34.45	0	0	0	0	156
DATASONIC	1783884094	709300866	0	-1.668	6.063	-0.13	351.635	34.54	0	0	0	0	101
DATASONIC	1783884094	759276625	0	-2.344	5.538	0.293	351.143	33.68	0	0	0	0	120
DATASONIC	1783884094	809218136	0	-1.969	5.416	0.867	351.761	34.76	0	0	0	0	129
DATASONIC	1783884094	859174104	0	-1.642	5.723	0.889	351.715	34.68	0	0	0	0	123
DATASONIC	1783884094	909139196	0	-1.258	5.955	0.537	351.721	34.69	0	0	0	0	129
DATASONIC	1783884094	959078207	0	-1.894	5.403	0.461	351.875	34.96	0	0	0	0	129
DATASONIC	1783884095	9063340	0	-0.853	6.543	-0.241	351.086	33.58	0	0	0	0	044
DATASONIC	1783884095	58982935	0	-1.997	6.051	-0.519	351.252	33.87	0	0	0	0	125
DATASONIC	1783884095	108972485	0	-0.076	5.609	-1.038	351.166	33.72	0	0	0	0	158
DATASONIC	1783884095	158919662	0	-0.937	3.4	0.88	351.155	33.7	0	0	0	0	173
DATASONIC	1783884095	208891712	0	0.454	3.126	0.237	350.834	33.14	0	0	0	0	051
DATASONIC	1783884095	258861097	0	-1.315	6.142	-0.247	351.046	33.51	0	0	0	0	145
DATASONIC	1783884095	308832856	0	-1.375	6.369	0.293	351.114	33.63	0	0	0	0	114
DATASONIC	1783884095	358753950	0	-0.683	4.937	0.041	351.132	33.66	0	0	0	0	110
DATAGPS	1783884095	0	0	42.683265	-109.54376	2178.4	9	1	-12.6	0	173.2	114
DATASONIC	1783884095	408750333	0	-0.93	5.84	-0.489	351.132	33.66	0	0	0	0	052
DATASONIC	1783884095	458702218	0	-1.574	5.687	0.793	351.195	33.77	0	0	0	0	130
DATASONIC	1783884095	508668978	0	-1.251	5.664	0.598	351.812	34.85	0	0	0	0	136
DATASONIC	1783884095	558601697	0	-2.458	6.793	0.514	351.732	34.71	0	0	0	0	124
DATASONIC	1783884095	608573747	0	-1.353	6.127	0.59	350.777	33.04	0	0	0	0	067
DATASONIC	1783884095	658521757	0	-2.139	7.157	0.411	351.481	34.27	0	0	0	0	112
DATASONIC	1783884095	708463393	0	-1.609	5.918	0.029	351.372	34.08	0	0	0	0	116
DATASONIC	1783884095	758430402	0	-0.958	5.45	-0.649	351.252	33.87	0	0	0	0	111
DATASONIC	1783884095	808384328	0	-2.168	5.97	0.239	351.212	33.8	0	0	0	0	015
DATASONIC	1783884095	858357963	0	-1.83	5.816	0.061	350.244	32.11	0	0	0	0	057
DATASONIC	1783884095	908328972	0	-1.283	6.145	-0.466	350.272	32.16	0	0	0	0	157
DATASONIC	1783884095	958266440	0	-1.871	5.766	-0.559	350.272	32.16	0	0	0	0	167
DATASONIC	1783884096	8243658	0	-0.758	6.263	-0.838	350.456	32.48	0	0	0	0	069
DATASONIC	1783884096	58189918	0	-1.759	5.71	-1.063	350.416	32.41	0	0	0	0	060
DATASONIC	1783884096	108162594	0	-0.649	6.047	-1.331	350.387	32.36	0	0	0	0	153
DATASONIC	1783884096	158105354	0	-2.319	6.122	-0.06	350.404	32.39	0	0	0	0	082
DATASONIC	1783884096	208055031	0	-0.717	5.677	-1.43	350.444	32.46	0	0	0	0	092
DATASONIC	1783884096	258030498	0	-2.168	6.725	-0.139	350.375	32.34	0	0	0	0	157
DATASONIC	1783884096	307997632	0	0.775	5.733	-1.209	350.593	32.72	0	0	0	0	122
DATAGPS	1783884096	0	0	42.683265	-109.54376	2178.4	9	1	-12.6	0	173.2	115
DATASONIC	1783884096	357936101	0	-2.239	5.639	-0.442	350.484	32.53	0	0	0	0	154
DATASONIC	1783884096	407911818	0	-0.649	6.297	-1.008	350.513	32.58	0	0	0	0	159
DATASONIC	1783884096	457859120	0	0.591	2.72	-2.455	350.662	32.84	0	0	0	0	062
DATASONIC	1783884096	507833379	0	-2.268	5.282	-0.175	350.444	32.46	0	0	0	0	161
DATASONIC	1783884096	557773806	0	-0.464	5.26	-0.463	350.484	32.53	0	0	0	0	110
DATASONIC	1783884096	607751232	0	-0.875	4.542	0.084	350.496	32.55	0	0	0	0	110
DATASONIC	1783884096	657698325	0	-1.453	4.49	-0.201	350.794	33.07	0	0	0	0	110
DATASONIC	1783884096	707668376	0	-1.663	5.313	-0.673	350.645	32.81	0	0	0	0	164
DATASONIC	1783884096	757608970	0	-1.825	6.24	-0.873	351.155	33.7	0	0	0	0	065
DATASONIC	1783884096	807583729	0	-1.407	5.247	-0.975	350.886	33.23	0	0	0	0	174
DATASONIC	1783884096	857529780	0	-2.192	5.834	-0.537	350.416	32.41	0	0	0	0	162
DATASONIC	1783884096	907504539	0	-1.723	6.117	-0.167	350.404	32.39	0	0	0	0	150
DATASONIC	1783884096	957470841	0	-1.784	5.444	0.287	350.834	33.14	0	0	0	0	121
DATASONIC	1783884097	7416851	0	-3.162	4.883	0.371	351.011	33.45	0	0	0	0	253
DATASONIC	1783884097	57395818	0	-2.69	5.553	0.73	351.292	33.94	0	0	0	0	233
DATASONIC	1783884097	107362119	0	-2.653	5.239	0.916	351.223	33.82	0	0	0	0	102
DATASONIC	1783884097	157308046	0	-3.13	6.182	0.165	350.794	33.07	0	0	0	0	052
DATASONIC	1783884097	207280388	0	-2.75	6.249	0.047	351.183	33.75	0	0	0	0	064
DATASONIC	1783884097	257198524	0	-2.941	6.388	0.437	351.441	34.2	0	0	0	0	066
DATASONIC	1783884097	307171492	0	-2.28	5.831	0.723	351.755	34.75	0	0	0	0	061
DATAGPS	1783884097	0	0	42.683265	-109.54376	2178.4	9	1	-12.6	0	173.2	116
DATASONIC	1783884097	357140501	0	-3.113	5.467	0.687	351.315	33.98	0	0	0	0	107
DATASONIC	1783884097	407112593	0	-3.142	5.169	0.707	351.155	33.7	0	0	0	0	051
DATASONIC	1783884097	457061145	0	-3.312	4.846	0.609	351.555	34.4	0	0	0	0	055
DATASONIC	1783884097	507041612	0	-2.873	5.023	1.348	351.761	34.76	0	0	0	0	104
DATASONIC	1783884097	556978039	0	-1.975	5.297	1.411	352.103	35.36	0	0	0	0	124
DATASONIC	1783884097	606951674	0	-1.337	5.271	0.834	351.292	33.94	0	0	0	0	118
DATASONIC	1783884097	656895434	0	-1.8	4.836	1.133	351.692	34.64	0	0	0	0	024
DATASONIC	1783884097	706842569	0	-1.779	4.857	0.975	351.126	33.65	0	0	0	0	140
DATASONIC	1783884097	756809703	0	-1.552	4.942	0.767	351.063	33.54	0	0	0	0	119
DATASONIC	1783884097	806785962	0	-1.803	4.225	1.02	351.743	34.73	0	0	0	0	060
DATASONIC	1783884097	856727722	0	-1.691	4.246	0.511	351.703	34.66	0	0	0	0	113
DATASONIC	1783884097	906704648	0	-1.663	4.68	0.888	351.841	34.9	0	0	0	0	033
DATASONIC	1783884097	956645283	0	-1.548	4.615	1.069	351.652	34.57	0	0	0	0	128
DATASONIC	1783884098	6619376	0	-1.743	5.832	1.088	351.932	35.06	0	0	0	0	019
DATASONIC	1783884098	56564886	0	-1.812	5.067	0.942	351.343	34.03	0	0	0	0	064
DATASONIC	1783884098	106536478	0	-2.131	5.362	1.291	351.132	33.66	0	0	0	0	099
DATASONIC	1783884098	156479697	0	-2.271	5.647	0.931	351.034	33.49	0	0	0	0	126
DATASONIC	1783884098	206452331	0	-1.481	5.636	0.05	350.983	33.4	0	0	0	0	253
DATASONIC	1783884098	256405757	0	0.348	5.157	-0.447	351.086	33.58	0	0	0	0	121
DATASONIC	1783884098	306375433	0	-1.689	5.243	0.017	350.943	33.33	0	0	0	0	106
DATAGPS	1783884098	0	0	42.683265	-109.54376	2178.4	9	1	-12.6	0	173.2	117
DATASONIC	1783884098	356342276	0	-0.799	5.611	0.437	351.046	33.51	0	0	0	0	111
DATASONIC	1783884098	406288536	0	-1.192	5.362	0.93	350.891	33.24	0	0	0	0	063
DATASONIC	1783884098	456261629	0	-2.555	5.603	0.201	350.966	33.37	0	0	0	0	110
DATASONIC	1783884098	506207264	0	-1.414	5.279	-0.644	350.926	33.3	0	0	0	0	100
DATASONIC	1783884098	556149524	0	-2.431	6.175	-0.036	350.702	32.91	0	0	0	0	146
DATASONIC	1783884098	606045911	0	-0.728	5.387	0.006	350.427	32.43	0	0	0	0	101
DATASONIC	1783884098	655996005	0	-1.079	5.227	0.388	350.393	32.37	0	0	0	0	125
DATASONIC	1783884098	705965806	0	-0.226	5.002	-0.748	350.507	32.57	0	0	0	0	154
DATASONIC	1783884098	755932940	0	-1.81	5.417	0.055	350.226	32.08	0	0	0	0	054
DATASONIC	1783884098	805883367	0	-0.06	5.427	-1.466	350.387	32.36	0	0	0	0	116
DATASONIC	1783884098	855859126	0	-1.704	4.81	-0.037	350.238	32.1	0	0	0	0	050
DATASONIC	1783884098	905801428	0	-1.335	4.875	-0.37	350.203	32.04	0	0	0	0	092
DATASONIC	1783884098	955766813	0	-1.958	5.198	-0.019	350.186	32.01	0	0	0	0	170
DATASONIC	1783884099	5713865	0	-1.85	5.227	-0.081	350.198	32.03	0	0	0	0	000
DATASONIC	1783884099	55690916	0	-2.103	5.329	0.174	350.284	32.18	0	0	0	0	057
DATASONIC	1783884099	105633593	0	-1.816	4.53	0.202	350.393	32.37	0	0	0	0	048
DATASONIC	1783884099	155604185	0	-1.87	5.202	0.194	350.255	32.13	0	0	0	0	046
DATASONIC	1783884099	205551320	0	-2.415	5.119	0.828	350.685	32.88	0	0	0	0	108
DATASONIC	1783884099	255523538	0	-1.284	5.604	0.147	350.513	32.58	0	0	0	0	106
DATASONIC	1783884099	305495714	0	-2.337	5.407	0.655	350.467	32.5	0	0	0	0	063
DATASONIC	1783884099	355438641	0	-2.258	5.427	0.599	350.456	32.48	0	0	0	0	128
DATAGPS	1783884099	0	0	42.683265	-109.54376	2178.4	9	1	-12.6	0	173.2	118
DATASONIC	1783884099	405387610	0	-2.455	5.328	0.855	350.484	32.53	0	0	0	0	114
DATASONIC	1783884099	455365660	0	-2.437	5.822	0.918	350.444	32.46	0	0	0	0	117
DATASONIC	1783884099	505330128	0	-2.972	5.79	0.673	350.312	32.23	0	0	0	0	051
DATASONIC	1783884099	555273930	0	-2.697	5.773	0.306	350.565	32.67	0	0	0	0	127
DATASONIC	1783884099	605223149	0	-2.774	5.715	0.463	350.674	32.86	0	0	0	0	118
DATASONIC	1783884099	655192825	0	-2.583	5.966	0.611	350.404	32.39	0	0	0	0	119
DATASONIC	1783884099	705115169	0	-2.403	5.812	0.296	350.324	32.25	0	0	0	0	097
DATASONIC	1783884099	755080679	0	-2.403	5.353	0.35	350.427	32.43	0	0	0	0	056
DATASONIC	1783884099	804901527	0	-2.662	5.923	0.456	350.547	32.64	0	0	0	0	116
DATASONIC	1783884099	854851662	0	-2.388	5.764	0.263	350.553	32.65	0	0	0	0	127
DATASONIC	1783884099	904824838	0	-2.398	5.927	0.266	350.444	32.46	0	0	0	0	131
DATASONIC	1783884099	954756682	0	-2	5.84	0.235	350.473	32.51	0	0	0	0	123
DATASONIC	1783884100	4734108	0	-2.125	5.694	-0.029	350.467	32.5	0	0	0	0	238
DATASONIC	1783884100	54706575	0	-2.729	6.221	0.089	350.737	32.97	0	0	0	0	059
DATASONIC	1783884100	104651627	0	-2.251	5.8	0.352	350.364	32.32	0	0	0	0	230
DATASONIC	1783884100	154622678	0	-2.29	5.634	0.696	350.622	32.77	0	0	0	0	056
DATASONIC	1783884100	204570188	0	-2.465	5.688	0.473	350.507	32.57	0	0	0	0	104
DATASONIC	1783884100	254545531	0	-2.463	5.51	0.382	350.456	32.48	0	0	0	0	039
DATASONIC	1783884100	304488500	0	-2.518	5.388	0.629	350.284	32.18	0	0	0	0	099
DATASONIC	1783884100	354483258	0	-2.405	5.508	0.684	350.456	32.48	0	0	0	0	103
DATAGPS	1783884100	0	0	42.683265	-109.54376	2178.4	9	1	-12.6	0	173.2	101
DATASONIC	1783884100	404431602	0	-2.582	5.524	0.647	350.496	32.55	0	0	0	0	090
DATASONIC	1783884100	454377279	0	-2.082	6.203	0.529	350.525	32.6	0	0	0	0	044
DATASONIC	1783884100	504349996	0	-1.565	4.845	0.069	350.662	32.84	0	0	0	0	115
DATASONIC	1783884100	554316464	0	-2.497	4.96	0.391	350.817	33.11	0	0	0	0	050
DATASONIC	1783884100	604267058	0	-2.354	5.534	0.399	350.777	33.04	0	0	0	0	103
DATASONIC	1783884100	654243858	0	-0.469	5.616	-0.126	350.633	32.79	0	0	0	0	151
DATASONIC	1783884100	704184619	0	-1.459	5.069	0.182	350.404	32.39	0	0	0	0	097
DATASONIC	1783884100	754153253	0	-2.026	5.397	0.65	350.335	32.27	0	0	0	0	039
DATASONIC	1783884100	804101347	0	-0.765	4.401	-1.173	350.565	32.67	0	0	0	0	128
DATASONIC	1783884100	854070856	0	-1.318	4.431	-0.339	350.226	32.08	0	0	0	0	133
DATASONIC	1783884100	904017825	0	0.477	4.469	-1.343	350.473	32.51	0	0	0	0	095
DATASONIC	1783884100	953986834	0	-1.718	4.466	0.639	350.324	32.25	0	0	0	0	113
DATASONIC	1783884101	3958719	0	-0.529	4.689	-1.057	350.404	32.39	0	0	0	0	055
